uW,onset,pupil,valid,pupil_pc
1,-1.0,5.674,1.0,-1.3624061952557454
1,-0.967,5.7204,1.0,-0.5576828889147611
1,-0.933,5.7024,1.0,-0.891711968661566
1,-0.9,5.684,1.0,-1.200847052327061
1,-0.866,5.6972000000000005,1.0,-0.9699582175794053
1,-0.833,5.7116,1.0,-0.7233325960061787
1,-0.7989999999999999,5.703,1.0,-0.8722732137317735
1,-0.766,5.714,1.0,-0.6776669953031078
1,-0.733,5.7384,1.0,-0.2651327017750904
1,-0.6990000000000001,5.723000000000001,1.0,-0.5249020437069318
1,-0.6659999999999999,5.736,1.0,-0.30087883493862266
1,-0.632,5.7458,1.0,-0.1325845218752808
1,-0.599,5.7496,1.0,-0.05984943334619075
1,-0.5660000000000001,5.755,1.0,0.025892109774794392
1,-0.532,5.766,1.0,0.21777016012501926
1,-0.499,5.7576,1.0,0.07179418341323185
1,-0.46499999999999997,5.758,1.0,0.08895575768955499
1,-0.43200000000000005,5.7636,1.0,0.18338181100047368
1,-0.398,5.8178,1.0,1.0844029815018663
1,-0.365,5.781000000000001,1.0,0.48704860644531056
1,-0.33199999999999996,5.787000000000001,1.0,0.5953108933384632
1,-0.29800000000000004,5.7752,1.0,0.3837028084919947
1,-0.265,5.7796,1.0,0.468720158822058
1,-0.23099999999999998,5.779,1.0,0.45650157795048774
1,-0.19799999999999995,5.7734000000000005,1.0,0.3637271872864045
1,-0.16400000000000003,5.7796,1.0,0.46802118114740665
1,-0.131,5.8107999999999995,1.0,0.9852856240769992
1,-0.09799999999999998,5.7808,1.0,0.49360913356412794
1,-0.06399999999999995,5.8178,1.0,1.0912070619764291
1,-0.031000000000000028,5.8162,1.0,1.073895426817153
1,0.0029999999999998916,5.8364,1.0,1.3986860712146032
1,0.03600000000000003,5.8052,1.0,0.8725463342629203
1,0.07000000000000006,5.7928,1.0,0.6833257285592143
1,0.10299999999999998,5.7896,1.0,0.6148562300149751
1,0.1359999999999999,5.8088,1.0,0.939193334715911
1,0.16999999999999993,5.7706,1.0,0.2938916603133346
1,0.20300000000000007,5.7985999999999995,1.0,0.7526868132080256
1,0.2370000000000001,5.7592,1.0,0.0732465140726779
1,0.27,5.6476,1.0,-1.883445046293557
1,0.30299999999999994,5.419,1.0,-5.85627787996003
1,0.33699999999999997,5.2516,1.0,-8.803078332253714
1,0.3700000000000001,4.9592,1.0,-13.833847338605347
1,0.4039999999999999,4.7700000000000005,1.0,-17.149071130843488
1,0.43700000000000006,4.5568,1.0,-20.833018687406632
1,0.4710000000000001,4.3878,1.0,-23.778103397342555
1,0.504,4.2336,1.0,-26.453117851493527
1,0.5369999999999999,4.1046,1.0,-28.69782473199725
1,0.571,3.9905999999999997,1.0,-30.675740312610763
1,0.6040000000000001,3.8964,1.0,-32.31635207987414
1,0.6379999999999999,3.8292,1.0,-33.48997111196694
1,0.671,3.7672,1.0,-34.559814154942
1,0.7050000000000001,3.7060000000000004,1.0,-35.62383193977518
1,0.738,3.6676,1.0,-36.293002505103274
1,0.7709999999999999,3.6252000000000004,1.0,-37.02609062165018
1,0.8049999999999999,3.6060000000000003,1.0,-37.364321794274346
1,0.8380000000000001,3.582,1.0,-37.783319940932536
1,0.8720000000000001,3.5686,1.0,-38.01711515125716
1,0.905,3.561,1.0,-38.14512405869623
1,0.9390000000000001,3.5544,1.0,-38.259171395477004
1,0.972,3.564,1.0,-38.08745821511202
1,1.005,3.567,1.0,-38.03400430209465
1,1.0390000000000001,3.5914,1.0,-37.60027772817582
1,1.072,3.6073999999999997,1.0,-37.32528459184499
1,1.1059999999999999,3.63,1.0,-36.92542682771766
1,1.1389999999999998,3.651,1.0,-36.55860441681316
1,1.1720000000000002,3.6764,1.0,-36.11131893704645
1,1.206,3.7085999999999997,1.0,-35.55006086990722
1,1.2389999999999999,3.755,1.0,-34.74384462819869
1,1.2730000000000001,3.7838000000000003,1.0,-34.24426879354655
1,1.306,3.8326000000000002,1.0,-33.39620214190137
1,1.3399999999999999,3.8763999999999994,1.0,-32.630465552924555
1,1.3730000000000002,3.908,1.0,-32.087849927004555
1,1.4060000000000001,3.9468000000000005,1.0,-31.416365515653286
1,1.44,4.0054,1.0,-30.400724328871764
1,1.4729999999999999,4.053,1.0,-29.57231720815692
1,1.5070000000000001,4.114800000000001,1.0,-28.49753299555719
1,1.54,4.165,1.0,-27.625710266800276
1,1.5739999999999998,4.21,1.0,-26.841388005201754
1,1.6070000000000002,4.2612000000000005,1.0,-25.95231575889113
1,1.6400000000000001,4.312,1.0,-25.06433397993856
1,1.674,4.3584000000000005,1.0,-24.255516647119844
1,1.7069999999999999,4.4154,1.0,-23.261793596849454
1,1.741,4.4488,1.0,-22.6910390141722
1,1.774,4.4932,1.0,-21.911562939231725
1,1.807,4.5318,1.0,-21.239499377846187
1,1.8410000000000002,4.578,1.0,-20.43368088361035
1,1.874,4.6188,1.0,-19.717052801055093
1,1.908,4.648000000000001,1.0,-19.21566120307657
1,1.9409999999999998,4.687399999999999,1.0,-18.527166662900566
1,1.975,4.7042,1.0,-18.239879335145083
1,2.008,4.7379999999999995,1.0,-17.648912534160818
1,2.041,4.764,1.0,-17.1931161972564
1,2.075,4.7846,1.0,-16.839254174759688
1,2.108,4.8034,1.0,-16.50541326631229
1,2.142,4.83,1.0,-16.04964936427408
1,2.175,4.8536,1.0,-15.637613738088305
1,2.209,4.8862000000000005,1.0,-15.072766112787003
1,2.242,4.889,1.0,-15.020780248825897
1,2.275,4.919,1.0,-14.502286045825832
1,2.309,4.923,1.0,-14.425986188407677
1,2.342,4.941,1.0,-14.11667930975717
1,2.376,4.964799999999999,1.0,-13.705990470011983
1,2.409,4.9766,1.0,-13.498485491185837
1,2.443,4.994,1.0,-13.201805644233568
1,2.476,5.0112000000000005,1.0,-12.898253769831348
1,2.509,5.0123999999999995,1.0,-12.879866090450852
1,2.543,5.0262,1.0,-12.633505595348137
1,2.576,5.0396,1.0,-12.403793462018978
1,2.61,5.0542,1.0,-12.1560487323016
1,2.643,5.0802,1.0,-11.694556429033852
1,2.676,5.1008000000000004,1.0,-11.336273156555
1,2.71,5.0962000000000005,1.0,-11.41700737324776
1,2.743,5.1052,1.0,-11.262502745097866
1,2.777,5.1082,1.0,-11.209866754272914
1,2.81,5.133,1.0,-10.785953473614805
1,2.844,5.136,1.0,-10.733657324285328
1,2.877,5.1418,1.0,-10.62943769532752
1,2.91,5.1372,1.0,-10.712183843861112
1,2.944,5.1526,1.0,-10.446616381168148
1,2.977,5.164,1.0,-10.25256224281005
1,3.011,5.1806,1.0,-9.974551267904015
1,3.0439999999999996,5.1866,1.0,-9.869127479808133
1,3.0780000000000003,5.1876,1.0,-9.85096646968872
1,3.1109999999999998,5.1722,1.0,-10.11819683560055
1,3.144,5.182,1.0,-9.940001197198228
1,3.178,5.204,1.0,-9.57489931521926
1,3.2110000000000003,5.212,1.0,-9.437164757989436
1,3.245,5.2136,1.0,-9.397265675333614
1,3.2779999999999996,5.224600000000001,1.0,-9.208875144318034
1,3.311,5.2387999999999995,1.0,-8.970708025441358
1,3.3449999999999998,5.233,1.0,-9.061312524704952
1,3.378,5.228,1.0,-9.147236571211035
1,3.412,5.2478,1.0,-8.803854003697143
1,3.4450000000000003,5.2582,1.0,-8.619445713520019
1,3.479,5.267,1.0,-8.476125510379637
1,3.5119999999999996,5.3002,1.0,-7.898088588481416
1,3.545,5.2824,1.0,-8.205407514799825
1,3.5789999999999997,5.304399999999999,1.0,-7.824071696035917
1,3.612,5.3188,1.0,-7.570252877855649
1,3.646,5.3208,1.0,-7.533743137080988
1,3.6790000000000003,5.322,1.0,-7.510994558088299
1,3.713,5.3406,1.0,-7.192327709879055
1,3.7460000000000004,5.349200000000001,1.0,-7.031502852605874
1,3.779,5.3568,1.0,-6.898345229369392
1,3.8129999999999997,5.3472,1.0,-7.068956052897816
1,3.846,5.3586,1.0,-6.871304255498801
1,3.88,5.3522,1.0,-6.982426734174076
1,3.9130000000000003,5.3526,1.0,-6.971596631816075
1,3.947,5.3804,1.0,-6.484452441339921
1,3.9800000000000004,5.3648,1.0,-6.756270382308722
1,4.013,5.3772,1.0,-6.541755201776461
1,4.047,5.3722,1.0,-6.63045161131623
1,4.08,5.3984000000000005,1.0,-6.166137259820628
1,4.114,5.3772,1.0,-6.536337980699646
1,4.147,5.4358,1.0,-5.555057054180597
1,4.18,5.4548000000000005,1.0,-5.240648861922073
1,4.214,5.4386,1.0,-5.509963952398049
1,4.247,5.4466,1.0,-5.36982017834943
1,4.281,5.488200000000001,1.0,-4.673261740936438
1,4.314,5.5024,1.0,-4.422566530920757
1,4.348,5.5236,1.0,-4.075553668192777
1,4.381,5.54,1.0,-3.7935399671954513
1,4.414,5.482200000000001,1.0,-4.73774849810868
1,4.448,5.511,1.0,-4.280760845038094
1,4.481,5.4958,1.0,-4.5148235300400845
1,4.515,5.5152,1.0,-4.181418365019917
1,4.548,5.5668,1.0,-3.2981514510194088
1,4.582,5.5146,1.0,-4.1781905492031886
1,4.615,5.5114,1.0,-4.2297042172184325
1,4.648,5.521800000000001,1.0,-4.046970638486469
1,4.682,5.5446,1.0,-3.6479255384806493
1,4.715,5.5476,1.0,-3.5915554362224595
1,4.749,5.5466,1.0,-3.6393912045875765
1,4.782,5.5638,1.0,-3.333303061771269
1,4.816,5.6068,1.0,-2.6087606146873576
1,4.849,5.5878,1.0,-2.9255373593766576
1,4.882,5.5832,1.0,-2.9761942063894753
1,4.916,5.6098,1.0,-2.5351173114238934
1,4.949,5.578799999999999,1.0,-3.0566817321906847
1,4.983,5.6238,1.0,-2.2861875940233234
1,5.016,5.6457999999999995,1.0,-1.9180820382569983
1,5.049,5.630599999999999,1.0,-2.183916747888035
1,5.083,5.6446,1.0,-1.935460577956425
1,5.116,5.656000000000001,1.0,-1.7385466213322331
1,5.15,5.6628,1.0,-1.6200083394894649
1,5.183,5.6454,1.0,-1.9154311390419345
1,5.217,5.6646,1.0,-1.5839539383628076
1,5.25,5.6706,1.0,-1.482448591184988
1,5.283,5.635800000000001,1.0,-2.0467572249419086
1,5.317,5.656000000000001,1.0,-1.699043945075227
1,5.35,5.6896,1.0,-1.1551040961285275
1,5.384,5.6912,1.0,-1.1176951376391342
1,5.417,5.706799999999999,1.0,-0.8511299406376803
1,5.451,5.6664,1.0,-1.5202434400950704
1,5.484,5.6777999999999995,1.0,-1.3295502748056465
1,5.517,5.6826,1.0,-1.2356898661198579
1,5.551,5.692,1.0,-1.0777805435104004
1,5.584,5.718999999999999,1.0,-0.6140672760330967
1,5.618,5.7218,1.0,-0.5607579905568905
1,5.651,5.7072,1.0,-0.8143714463134909
1,5.684,5.724600000000001,1.0,-0.5032723947989926
1,5.718,5.7286,1.0,-0.4321814980220684
1,5.751,5.7918,1.0,0.618235640998086
1,5.785,5.796,1.0,0.6756081369952116
1,5.818,5.829,1.0,1.25986941949207
1,5.852,5.8024000000000004,1.0,0.7892139531711327
1,5.885,5.833,1.0,1.30320446658281
1,5.918,5.8427999999999995,1.0,1.512238554743823
1,5.952,5.8534,1.0,1.6947155844037234
1,5.985,5.8578,1.0,1.7775548642242778
1,6.019,5.8622,1.0,1.862298034083485
1,6.052,5.8862000000000005,1.0,2.250053495811002
1,6.086,5.9044,1.0,2.5602039969175494
1,6.119,5.8549999999999995,1.0,1.7346005793377195
1,6.152,5.8832,1.0,2.2110148039849453
1,6.186,5.9422,1.0,3.2148439165006826
1,6.219,5.9488,1.0,3.3487228765414896
1,6.253,5.9238,1.0,2.9473313053198136
1,6.286,5.9322,1.0,3.0830478978474303
1,6.32,5.875400000000001,1.0,2.0666468508921843
1,6.353,5.9524,1.0,3.395802361933516
1,6.386,5.8688,1.0,2.0066226247476693
1,6.42,5.8984000000000005,1.0,2.507242290279028
1,6.453,5.9314,1.0,3.0713609315649726
1,6.487,5.9276,1.0,3.0302077153396745
1,6.52,5.93,1.0,3.0780566603205983
1,6.553,5.9332,1.0,3.1038526664783017
1,6.587,5.9284,1.0,3.026858831178645
1,6.62,5.9198,1.0,2.895271649379425
1,6.654,5.9458,1.0,3.3248018666281
1,6.687,5.9412,1.0,3.2376201969036615
1,6.721,5.9828,1.0,3.9783455774127496
1,6.754,5.9674,1.0,3.7114725861903297
1,6.787,5.9926,1.0,4.159839694329813
1,6.821,5.9442,1.0,3.3288628878602027
1,6.854,5.9648,1.0,3.6755311630924004
1,6.888,5.926,1.0,3.006802785653422
1,6.921,5.948600000000001,1.0,3.3922257645078076
1,6.955,5.9692,1.0,3.7351157909157884
1,6.988,5.9412,1.0,3.246876450135403
1,7.021000000000001,5.9896,1.0,4.105233381883311
1,7.055,5.9554,1.0,3.5187348091421233
1,7.087999999999999,5.9504,1.0,3.426687905480594
1,7.122,5.9902,1.0,4.081459605481543
1,7.154999999999999,5.9546,1.0,3.52245346857337
1,7.189,6.0164,1.0,4.583677480319346
1,7.2219999999999995,6.0154,1.0,4.546334572176236
1,7.255000000000001,6.0668,1.0,5.42612957429129
1,7.289,6.0266,1.0,4.73130457626341
1,7.321999999999999,5.9719999999999995,1.0,3.8453916655690756
1,7.356,6.0362,1.0,4.9362769791432015
1,7.388999999999999,6.0602,1.0,5.355296565043672
1,7.422000000000001,6.029999999999999,1.0,4.842390312427063
1,7.4559999999999995,6.034000000000001,1.0,4.873034336339073
1,7.489000000000001,6.0451999999999995,1.0,5.069325289791977
1,7.523,6.0688,1.0,5.471766743274533
1,7.555999999999999,6.0088,1.0,4.461413632486049
1,7.59,6.044,1.0,5.082948937812319
1,7.622999999999999,6.0594,1.0,5.355854421792112
1,7.656000000000001,6.0536,1.0,5.250730796262748
1,7.6899999999999995,6.052200000000001,1.0,5.229280567255414
1,7.723000000000001,6.0812,1.0,5.7057739658738615
1,7.757,6.0934,1.0,5.950942838944724
1,7.789999999999999,6.1512,1.0,6.885703069200706
1,7.824,6.165,1.0,7.094774257900274
1,7.856999999999999,6.292,1.0,9.234823547437365
1,7.890000000000001,6.2516,1.0,8.568608115598009
1,7.9239999999999995,6.2644,1.0,8.734593479618642
1,7.957000000000001,5.98525,0.8,5.366761758122134
1,7.991,5.9665,0.8,5.040594506389135
10,-1.0,5.5516,1.0,-1.0059410366822052
10,-0.967,5.5672,1.0,-0.7383988754891369
10,-0.933,5.511,1.0,-1.7030729984276305
10,-0.9,5.5414,1.0,-1.1660511813918495
10,-0.866,5.5906,1.0,-0.32025849067922607
10,-0.833,5.5524000000000004,1.0,-0.980533414754694
10,-0.7989999999999999,5.537000000000001,1.0,-1.2394652508864157
10,-0.766,5.572,1.0,-0.6425968484933264
10,-0.733,5.5778,1.0,-0.5473829613284065
10,-0.6990000000000001,5.5634,1.0,-0.7773708303623494
10,-0.6659999999999999,5.574199999999999,1.0,-0.5862659541734461
10,-0.632,5.5762,1.0,-0.5471110697454229
10,-0.599,5.5774,1.0,-0.5225983266382528
10,-0.5660000000000001,5.607,1.0,0.006030891914310388
10,-0.532,5.618399999999999,1.0,0.20729640047796316
10,-0.499,5.6216,1.0,0.2618771885144877
10,-0.46499999999999997,5.6206000000000005,1.0,0.2436475397636273
10,-0.43200000000000005,5.632,1.0,0.4624514458566553
10,-0.398,5.6168,1.0,0.17439529304319468
10,-0.365,5.6388,1.0,0.5776123721492077
10,-0.33199999999999996,5.6266,1.0,0.3532106630042975
10,-0.29800000000000004,5.6358,1.0,0.5155812021010053
10,-0.265,5.6464,1.0,0.7153759588169217
10,-0.23099999999999998,5.650799999999999,1.0,0.8013586541392481
10,-0.19799999999999995,5.6526,1.0,0.8140065159855459
10,-0.16400000000000003,5.6777999999999995,1.0,1.2637315845798636
10,-0.131,5.6742,1.0,1.2143610938065885
10,-0.09799999999999998,5.6636,1.0,1.0195307488653071
10,-0.06399999999999995,5.6708,1.0,1.1397325222958843
10,-0.031000000000000028,5.6624,1.0,1.0068471637383203
10,0.0029999999999998916,5.678,1.0,1.2804333306010163
10,0.03600000000000003,5.6655999999999995,1.0,1.055072726343269
10,0.07000000000000006,5.6802,1.0,1.3245482526423258
10,0.10299999999999998,5.6744,1.0,1.2081823884479892
10,0.1359999999999999,5.6762,1.0,1.2372196189628237
10,0.16999999999999993,5.6902,1.0,1.4901603956866927
10,0.20300000000000007,5.7034,1.0,1.7277661098148875
10,0.2370000000000001,5.642,1.0,0.6233520328831421
10,0.27,5.4672,1.0,-2.515107064684421
10,0.30299999999999994,5.2522,1.0,-6.363367773671245
10,0.33699999999999997,5.0154,1.0,-10.588650994473102
10,0.3700000000000001,4.7816,1.0,-14.77246042728321
10,0.4039999999999999,4.5864,1.0,-18.27419676612517
10,0.43700000000000006,4.398000000000001,1.0,-21.63487177820425
10,0.4710000000000001,4.2302,1.0,-24.63390175443348
10,0.504,4.0724,1.0,-27.44647467455143
10,0.5369999999999999,3.9432,1.0,-29.746258013437426
10,0.571,3.8280000000000003,1.0,-31.809597874867347
10,0.6040000000000001,3.7263999999999995,1.0,-33.61743217863157
10,0.6379999999999999,3.6426000000000003,1.0,-35.108633254557716
10,0.671,3.5793999999999997,1.0,-36.24125292550634
10,0.7050000000000001,3.5188,1.0,-37.323417334204464
10,0.738,3.478,1.0,-38.050346157270376
10,0.7709999999999999,3.4378,1.0,-38.760959654309964
10,0.8049999999999999,3.4046,1.0,-39.342841997285674
10,0.8380000000000001,3.3862,1.0,-39.67878017284105
10,0.8720000000000001,3.3698,1.0,-39.967614313828946
10,0.905,3.3528,1.0,-40.27164050184607
10,0.9390000000000001,3.3552,1.0,-40.22930263415923
10,0.972,3.347,1.0,-40.381019104829036
10,1.005,3.3474000000000004,1.0,-40.38243655103793
10,1.0390000000000001,3.3426,1.0,-40.47452833004523
10,1.072,3.3612,1.0,-40.14163947780256
10,1.1059999999999999,3.3738,1.0,-39.91776828881146
10,1.1389999999999998,3.3701999999999996,1.0,-39.98381069686626
10,1.1720000000000002,3.3695999999999997,1.0,-39.99264854345476
10,1.206,3.386,1.0,-39.70033049947464
10,1.2389999999999999,3.3936,1.0,-39.55781880054032
10,1.2730000000000001,3.4012000000000002,1.0,-39.410925809962144
10,1.306,3.4172,1.0,-39.12372162455811
10,1.3399999999999999,3.4328000000000003,1.0,-38.833648693166985
10,1.3730000000000002,3.4618,1.0,-38.30724232700338
10,1.4060000000000001,3.4888,1.0,-37.818280885940055
10,1.44,3.531,1.0,-37.05804162805745
10,1.4729999999999999,3.5753999999999997,1.0,-36.25770084113213
10,1.5070000000000001,3.6252000000000004,1.0,-35.36518360981302
10,1.54,3.6781999999999995,1.0,-34.416628632703144
10,1.5739999999999998,3.7444,1.0,-33.236274232079644
10,1.6070000000000002,3.8034,1.0,-32.17680042380065
10,1.6400000000000001,3.8586,1.0,-31.182730263590493
10,1.674,3.9240000000000004,1.0,-30.01683959197166
10,1.7069999999999999,3.9766,1.0,-29.08183414320929
10,1.741,4.0342,1.0,-28.047769079669564
10,1.774,4.0766,1.0,-27.293000087339284
10,1.807,4.1402,1.0,-26.154336631223128
10,1.8410000000000002,4.1701999999999995,1.0,-25.623109465887104
10,1.874,4.228800000000001,1.0,-24.57404621209218
10,1.908,4.2732,1.0,-23.78563338722005
10,1.9409999999999998,4.2968,1.0,-23.35718137666786
10,1.975,4.3402,1.0,-22.58137921917062
10,2.008,4.373,1.0,-21.9943872020224
10,2.041,4.404999999999999,1.0,-21.427908832243425
10,2.075,4.4466,1.0,-20.675926309104067
10,2.108,4.470599999999999,1.0,-20.256885741142945
10,2.142,4.5024,1.0,-19.681345683739075
10,2.175,4.5348,1.0,-19.106326863797825
10,2.209,4.5485999999999995,1.0,-18.858717201479994
10,2.242,4.581799999999999,1.0,-18.26179398079541
10,2.275,4.6091999999999995,1.0,-17.764897070447624
10,2.309,4.6234,1.0,-17.512996010586516
10,2.342,4.6586,1.0,-16.877804661793522
10,2.376,4.682,1.0,-16.452901380710724
10,2.409,4.707800000000001,1.0,-16.004503006951317
10,2.443,4.723599999999999,1.0,-15.716811111620164
10,2.476,4.741,1.0,-15.404381847311146
10,2.509,4.7623999999999995,1.0,-15.02636625117051
10,2.543,4.7842,1.0,-14.63498549609869
10,2.576,4.7904,1.0,-14.521738824233589
10,2.61,4.808,1.0,-14.207133318821402
10,2.643,4.8234,1.0,-13.930155662911782
10,2.676,4.8368,1.0,-13.692903182845555
10,2.71,4.8472,1.0,-13.51227958963841
10,2.743,4.8637999999999995,1.0,-13.215134894647074
10,2.777,4.8751999999999995,1.0,-13.017160541025415
10,2.81,4.881600000000001,1.0,-12.90366522122724
10,2.844,4.886,1.0,-12.827178812620776
10,2.877,4.8954,1.0,-12.66644766717369
10,2.91,4.911,1.0,-12.383888479207704
10,2.944,4.918,1.0,-12.257410090123535
10,2.977,4.9234,1.0,-12.165870848436198
10,3.011,4.9472000000000005,1.0,-11.750444369724873
10,3.0439999999999996,4.9434,1.0,-11.811200824268564
10,3.0780000000000003,4.9548000000000005,1.0,-11.610256170545671
10,3.1109999999999998,4.9656,1.0,-11.409804080195617
10,3.144,4.9704,1.0,-11.331201275474198
10,3.178,4.9728,1.0,-11.28550581263325
10,3.2110000000000003,5.0008,1.0,-10.787492332035331
10,3.245,5.0078000000000005,1.0,-10.6656546411517
10,3.2779999999999996,5.009600000000001,1.0,-10.63185914303423
10,3.311,5.0214,1.0,-10.42076205716693
10,3.3449999999999998,5.0207999999999995,1.0,-10.433626625894076
10,3.378,5.0408,1.0,-10.072308252234915
10,3.412,5.0451999999999995,1.0,-9.999506887684495
10,3.4450000000000003,5.062,1.0,-9.694614003207601
10,3.479,5.0714,1.0,-9.525700000484601
10,3.5119999999999996,5.0768,1.0,-9.437271224330761
10,3.545,5.0902,1.0,-9.190237682880355
10,3.5789999999999997,5.0962000000000005,1.0,-9.090294550729677
10,3.612,5.1122,1.0,-8.794527953001268
10,3.646,5.121,1.0,-8.64922515452822
10,3.6790000000000003,5.125,1.0,-8.570104401046597
10,3.713,5.1396,1.0,-8.307650482716435
10,3.7460000000000004,5.1474,1.0,-8.184534361946948
10,3.779,5.1498,1.0,-8.13868317511501
10,3.8129999999999997,5.150399999999999,1.0,-8.130760736188446
10,3.846,5.1556,1.0,-8.051067471520938
10,3.88,5.1495999999999995,1.0,-8.154342128112148
10,3.9130000000000003,5.1457999999999995,1.0,-8.21833141534926
10,3.947,5.1564,1.0,-8.034121453997614
10,3.9800000000000004,5.1701999999999995,1.0,-7.795276260666624
10,4.013,5.165,1.0,-7.88032669566721
10,4.047,5.1912,1.0,-7.4229775171954255
10,4.08,5.2056,1.0,-7.168145570003377
10,4.114,5.1886,1.0,-7.4670049263230585
10,4.147,5.2062,1.0,-7.141290212798891
10,4.18,5.2226,1.0,-6.860203701843997
10,4.214,5.2452,1.0,-6.465381713973528
10,4.247,5.261799999999999,1.0,-6.171046537128342
10,4.281,5.2584,1.0,-6.216369734796891
10,4.314,5.271,1.0,-5.994481966791958
10,4.348,5.2786,1.0,-5.860567578787814
10,4.381,5.2818,1.0,-5.798217575565132
10,4.414,5.2834,1.0,-5.773879007814189
10,4.448,5.292199999999999,1.0,-5.606603506258883
10,4.481,5.2938,1.0,-5.5824884529641166
10,4.515,5.2966,1.0,-5.533078111786862
10,4.548,5.301399999999999,1.0,-5.437507294785561
10,4.582,5.3058,1.0,-5.361237972421717
10,4.615,5.319,1.0,-5.1196925101258195
10,4.648,5.3372,1.0,-4.790468025533217
10,4.682,5.337400000000001,1.0,-4.786143566612173
10,4.715,5.3396,1.0,-4.754430552319915
10,4.749,5.3591999999999995,1.0,-4.405880285435833
10,4.782,5.369,1.0,-4.232708377101322
10,4.816,5.3702,1.0,-4.209247834435916
10,4.849,5.3839999999999995,1.0,-3.9719472891918235
10,4.882,5.3870000000000005,1.0,-3.9203012463314857
10,4.916,5.4046,1.0,-3.598743931116168
10,4.949,5.4098,1.0,-3.5134608756885455
10,4.983,5.4264,1.0,-3.2263326112991075
10,5.016,5.4426000000000005,1.0,-2.939711060479977
10,5.049,5.4288,1.0,-3.1822790080655494
10,5.083,5.4328,1.0,-3.1075924376108732
10,5.116,5.4441999999999995,1.0,-2.918221875115572
10,5.15,5.44,1.0,-2.9900364537123747
10,5.183,5.4496,1.0,-2.8209409017045317
10,5.217,5.454,1.0,-2.7363165943907686
