uW,onset,pupil,valid,pupil_pc
10,5.25,5.461,1.0,-2.6101233621566577
10,5.283,5.4658,1.0,-2.5252719262739243
10,5.317,5.464,1.0,-2.539238635386778
10,5.35,5.4668,1.0,-2.4964026554013308
10,5.384,5.482200000000001,1.0,-2.2228477293447835
10,5.417,5.490399999999999,1.0,-2.063998731725694
10,5.451,5.4958,1.0,-1.9581803650588547
10,5.484,5.498399999999999,1.0,-1.9190517005700691
10,5.517,5.4936,1.0,-1.9994759117274707
10,5.551,5.5128,1.0,-1.661263976618661
10,5.584,5.5046,1.0,-1.8067833250401066
10,5.618,5.5144,1.0,-1.6291286747880207
10,5.651,5.536,1.0,-1.2402080004171356
10,5.684,5.5222,1.0,-1.4936550860250808
10,5.718,5.5228,1.0,-1.4799057287809791
10,5.751,5.522,1.0,-1.4837392446122455
10,5.785,5.5296,1.0,-1.351911503555554
10,5.818,5.5356000000000005,1.0,-1.2406217007373077
10,5.852,5.5362,1.0,-1.2383882407513558
10,5.885,5.5308,1.0,-1.3236396814076135
10,5.918,5.5346,1.0,-1.2550283709231702
10,5.952,5.542,1.0,-1.1351127217757728
10,5.985,5.5456,1.0,-1.0613736173239618
10,6.019,5.5708,1.0,-0.6164981345003628
10,6.052,5.5768,1.0,-0.5135218928659047
10,6.086,5.5728,1.0,-0.5875225403142403
10,6.119,5.5602,1.0,-0.7978124832546052
10,6.152,5.574599999999999,1.0,-0.5336728078219655
10,6.186,5.5892,1.0,-0.2801810006400429
10,6.219,5.5844000000000005,1.0,-0.37325648450278415
10,6.253,5.574800000000001,1.0,-0.5473011640206882
10,6.286,5.5844000000000005,1.0,-0.3762603679262644
10,6.32,5.554399999999999,1.0,-0.9084507110855956
10,6.353,5.5512,1.0,-0.9674235699637723
10,6.386,5.5566,1.0,-0.8821477443956427
10,6.42,5.549,1.0,-1.0146740154904799
10,6.453,5.5607999999999995,1.0,-0.8033874404552744
10,6.487,5.5611999999999995,1.0,-0.8009558868834766
10,6.52,5.5606,1.0,-0.8062190510606658
10,6.553,5.5636,1.0,-0.7522233146811885
10,6.587,5.5546,1.0,-0.9227926934287067
10,6.62,5.5588,1.0,-0.8528434325004675
10,6.654,5.5538,1.0,-0.9311763789069282
10,6.687,5.5652,1.0,-0.7296910294274306
10,6.721,5.5682,1.0,-0.6855690186047192
10,6.754,5.5784,1.0,-0.49896099484552314
10,6.787,5.5896,1.0,-0.29585522419416144
10,6.821,5.5872,1.0,-0.3440883929948657
10,6.854,5.5852,1.0,-0.3773364332463247
10,6.888,5.5984,1.0,-0.14528813536171858
10,6.921,5.596,1.0,-0.18435902107075242
10,6.955,5.6,1.0,-0.10553161043346249
10,6.988,5.6134,1.0,0.12959451070321704
10,7.021000000000001,5.6082,1.0,0.031398734168284204
10,7.055,5.617,1.0,0.19306383180399678
10,7.087999999999999,5.6218,1.0,0.27044316869681007
10,7.122,5.6116,1.0,0.0875525057054416
10,7.154999999999999,5.631,1.0,0.4325226002503957
10,7.189,5.6352,1.0,0.5058059208885979
10,7.2219999999999995,5.6356,1.0,0.5127085871879267
10,7.255000000000001,5.6208,1.0,0.25475020816605254
10,7.289,5.6404000000000005,1.0,0.5988898892203665
10,7.321999999999999,5.626399999999999,1.0,0.3567831164271217
10,7.356,5.635,1.0,0.5128496696245778
10,7.388999999999999,5.6436,1.0,0.6654074044002511
10,7.422000000000001,5.6482,1.0,0.7468572286649255
10,7.4559999999999995,5.654999999999999,1.0,0.871343995517997
10,7.489000000000001,5.6752,1.0,1.2463386378658514
10,7.523,5.6686,1.0,1.1333983511999348
10,7.555999999999999,5.6716,1.0,1.1740026370374035
10,7.59,5.6838,1.0,1.39019529311321
10,7.622999999999999,5.6948,1.0,1.593188504504759
10,7.656000000000001,5.680400000000001,1.0,1.3413543752929047
10,7.6899999999999995,5.691599999999999,1.0,1.5333608704011858
10,7.723000000000001,5.714,1.0,1.9293083086741003
10,7.757,5.7216000000000005,1.0,2.072525602821169
10,7.789999999999999,5.7458,1.0,2.4852703561597815
10,7.824,5.7528,1.0,2.6103790625189704
10,7.856999999999999,5.7696,1.0,2.913849638426138
10,7.890000000000001,5.766,1.0,2.854260143330769
10,7.9239999999999995,5.7668,1.0,2.863139099227005
10,7.957000000000001,5.7664,1.0,2.8586675202428435
10,7.991,5.7896,1.0,3.273533166125488
50,-1.0,5.782,1.0,-0.8510149129901624
50,-0.967,5.7716,1.0,-1.011909085922047
50,-0.933,5.7652,1.0,-1.119715655716358
50,-0.9,5.7742,1.0,-0.9809280162328049
50,-0.866,5.788200000000001,1.0,-0.732392707090701
50,-0.833,5.7478,1.0,-1.4212107662478624
50,-0.7989999999999999,5.7612000000000005,1.0,-1.2040419902016808
50,-0.766,5.8182,1.0,-0.21357915122302007
50,-0.733,5.8106,1.0,-0.33362651211341854
50,-0.6990000000000001,5.8072,1.0,-0.3980808095159061
50,-0.6659999999999999,5.812,1.0,-0.3182199685365239
50,-0.632,5.8152,1.0,-0.25718859366446356
50,-0.599,5.8096000000000005,1.0,-0.3531149652573884
50,-0.5660000000000001,5.8246,1.0,-0.1058378296834861
50,-0.532,5.8128,1.0,-0.30619972359527736
50,-0.499,5.8414,1.0,0.19266275041748937
50,-0.46499999999999997,5.8542000000000005,1.0,0.41663756940232055
50,-0.43200000000000005,5.833,1.0,0.04326720330439793
50,-0.398,5.843999999999999,1.0,0.24427929131004555
50,-0.365,5.853,1.0,0.38871768161877096
50,-0.33199999999999996,5.8664000000000005,1.0,0.6209639616233398
50,-0.29800000000000004,5.8634,1.0,0.5750089016676307
50,-0.265,5.859,1.0,0.5061627145972514
50,-0.23099999999999998,5.8716,1.0,0.7194488130253518
50,-0.19799999999999995,5.888,1.0,0.9934118492950317
50,-0.16400000000000003,5.8808,1.0,0.8784718220153964
50,-0.131,5.894,1.0,1.1049127778079582
50,-0.09799999999999998,5.8872,1.0,0.9870816020093365
50,-0.06399999999999995,5.8856,1.0,0.9653893752836673
50,-0.031000000000000028,5.886,1.0,0.9706443746132232
50,0.0029999999999998916,5.8868,1.0,0.9832250609465554
50,0.03600000000000003,5.888,1.0,1.0041900778373325
50,0.07000000000000006,5.883,1.0,0.9181213383263209
50,0.10299999999999998,5.8998,1.0,1.2059199709915358
50,0.1359999999999999,5.9026,1.0,1.2512942648442715
50,0.16999999999999993,5.8864,1.0,0.9694854838424316
50,0.20300000000000007,5.896800000000001,1.0,1.1453826904203268
50,0.2370000000000001,5.831799999999999,1.0,0.03449972618480901
50,0.27,5.6604,1.0,-2.9109095512986904
50,0.30299999999999994,5.464799999999999,1.0,-6.275315653474681
50,0.33699999999999997,5.237399999999999,1.0,-10.181930080672165
50,0.3700000000000001,5.0114,1.0,-14.062401321563803
50,0.4039999999999999,4.8232,1.0,-17.288668644111247
50,0.43700000000000006,4.636,1.0,-20.506920787288944
50,0.4710000000000001,4.4406,1.0,-23.85347427614369
50,0.504,4.296799999999999,1.0,-26.318630030837323
50,0.5369999999999999,4.151,1.0,-28.819478656137147
50,0.571,4.0192,1.0,-31.079653728446836
50,0.6040000000000001,3.9154000000000004,1.0,-32.85821198395452
50,0.6379999999999999,3.8264000000000005,1.0,-34.38515337493932
50,0.671,3.743,1.0,-35.81480086290981
50,0.7050000000000001,3.6708,1.0,-37.04851775619453
50,0.738,3.6149999999999998,1.0,-38.0023567474242
50,0.7709999999999999,3.5604,1.0,-38.94131773400572
50,0.8049999999999999,3.5098,1.0,-39.80870020810686
50,0.8380000000000001,3.467,1.0,-40.54379421020396
50,0.8720000000000001,3.4344,1.0,-41.10196228860113
50,0.905,3.4052,1.0,-41.59745177444479
50,0.9390000000000001,3.3758000000000004,1.0,-42.10577309354993
50,0.972,3.3524000000000003,1.0,-42.50307021157092
50,1.005,3.3372,1.0,-42.76607259451884
50,1.0390000000000001,3.3266,1.0,-42.94080003135633
50,1.072,3.3104,1.0,-43.21738087323204
50,1.1059999999999999,3.2994,1.0,-43.402810179055486
50,1.1389999999999998,3.2967999999999997,1.0,-43.445030753257456
50,1.1720000000000002,3.2916,1.0,-43.53300033059793
50,1.206,3.2903999999999995,1.0,-43.549514161606794
50,1.2389999999999999,3.3,1.0,-43.379232322365475
50,1.2730000000000001,3.2909999999999995,1.0,-43.523231509187426
50,1.306,3.3002000000000002,1.0,-43.3575924576137
50,1.3399999999999999,3.306,1.0,-43.256290382537365
50,1.3730000000000002,3.332,1.0,-42.801668903076155
50,1.4060000000000001,3.346,1.0,-42.55921174908992
50,1.44,3.3792,1.0,-41.97970455187724
50,1.4729999999999999,3.4213999999999998,1.0,-41.248973807737464
50,1.5070000000000001,3.4619999999999997,1.0,-40.55287613721202
50,1.54,3.5195999999999996,1.0,-39.56728400083506
50,1.5739999999999998,3.5738,1.0,-38.62517959319413
50,1.6070000000000002,3.6252000000000004,1.0,-37.74121393497761
50,1.6400000000000001,3.6856,1.0,-36.71180775605965
50,1.674,3.7506,1.0,-35.59324338841628
50,1.7069999999999999,3.8058,1.0,-34.64439354248928
50,1.741,3.8608,1.0,-33.70243344533293
50,1.774,3.9212000000000002,1.0,-32.67216850069475
50,1.807,3.973,1.0,-31.781786541851478
50,1.8410000000000002,4.022,1.0,-30.946448319211022
50,1.874,4.0668,1.0,-30.173979692480025
50,1.908,4.1129999999999995,1.0,-29.384136226987074
50,1.9409999999999998,4.1556,1.0,-28.65705277205412
50,1.975,4.1968000000000005,1.0,-27.949001703520025
50,2.008,4.2436,1.0,-27.151959274764447
50,2.041,4.2714,1.0,-26.67192537429677
50,2.075,4.3094,1.0,-26.021939395080608
50,2.108,4.349200000000001,1.0,-25.337475582790915
50,2.142,4.3736,1.0,-24.919060811019243
50,2.175,4.3994,1.0,-24.47782264571817
50,2.209,4.4364,1.0,-23.84011758841787
50,2.242,4.462999999999999,1.0,-23.38538077273661
50,2.275,4.4916,1.0,-22.899585210844084
50,2.309,4.525399999999999,1.0,-22.318278328953237
50,2.342,4.538600000000001,1.0,-22.093888694935806
50,2.376,4.5600000000000005,1.0,-21.72169231572799
50,2.409,4.5858,1.0,-21.280262651401593
50,2.443,4.607200000000001,1.0,-20.915620930634525
50,2.476,4.6222,1.0,-20.653688702882533
50,2.509,4.65,1.0,-20.181277614938047
50,2.543,4.674200000000001,1.0,-19.763896996771813
50,2.576,4.688599999999999,1.0,-19.518713643629578
50,2.61,4.7096,1.0,-19.154677765767588
50,2.643,4.7254000000000005,1.0,-18.889096390762262
50,2.676,4.7466,1.0,-18.520829482988926
50,2.71,4.759600000000001,1.0,-18.29777690814953
50,2.743,4.7728,1.0,-18.07161796957515
50,2.777,4.785,1.0,-17.862993226367376
50,2.81,4.7992,1.0,-17.615669890593303
50,2.844,4.8212,1.0,-17.246755497555313
50,2.877,4.8214,1.0,-17.23961314224771
50,2.91,4.8416,1.0,-16.88775948798219
50,2.944,4.8518,1.0,-16.71834075104305
50,2.977,4.860200000000001,1.0,-16.56969429246579
50,3.011,4.876600000000001,1.0,-16.291742463630285
50,3.0439999999999996,4.8856,1.0,-16.139687745472173
50,3.0780000000000003,4.8994,1.0,-15.896212774684917
50,3.1109999999999998,4.9144,1.0,-15.644980672370668
50,3.144,4.9118,1.0,-15.687368251823944
50,3.178,4.925,1.0,-15.457524686070192
50,3.2110000000000003,4.9458,1.0,-15.099742481723533
50,3.245,4.955,1.0,-14.944784045154824
50,3.2779999999999996,4.961,1.0,-14.837231743520306
50,3.311,4.9704,1.0,-14.679441438787256
50,3.3449999999999998,4.9841999999999995,1.0,-14.441050117408603
50,3.378,4.997999999999999,1.0,-14.200468063492703
50,3.412,4.9962,1.0,-14.230037899143642
50,3.4450000000000003,5.0106,1.0,-13.98453921402463
50,3.479,5.0126,1.0,-13.956842004546008
50,3.5119999999999996,5.0282,1.0,-13.677375961494741
50,3.545,5.0402000000000005,1.0,-13.472383214960692
50,3.5789999999999997,5.045,1.0,-13.39745129716253
50,3.612,5.0522,1.0,-13.267106767668782
50,3.646,5.081,1.0,-12.772907059495978
50,3.6790000000000003,5.0712,1.0,-12.945338182963201
50,3.713,5.0920000000000005,1.0,-12.582753276681945
50,3.7460000000000004,5.0972,1.0,-12.48540668569052
50,3.779,5.1106,1.0,-12.26261214855909
50,3.8129999999999997,5.119400000000001,1.0,-12.111640661413652
50,3.846,5.1304,1.0,-11.91454056877561
50,3.88,5.1462,1.0,-11.639466295725375
50,3.9130000000000003,5.1562,1.0,-11.472073240443647
50,3.947,5.1568,1.0,-11.462168421514423
50,3.9800000000000004,5.178,1.0,-11.101242883605561
50,4.013,5.1828,1.0,-11.015556433977014
50,4.047,5.180400000000001,1.0,-11.05476629942483
50,4.08,5.2034,1.0,-10.66132411328591
50,4.114,5.2076,1.0,-10.58552221939704
50,4.147,5.212400000000001,1.0,-10.505341729903297
50,4.18,5.2142,1.0,-10.47577343750195
50,4.214,5.2166,1.0,-10.43322958889956
50,4.247,5.2298,1.0,-10.20450162727166
50,4.281,5.2442,1.0,-9.95989534670007
50,4.314,5.2387999999999995,1.0,-10.052678243466534
50,4.348,5.2378,1.0,-10.077627858687276
50,4.381,5.259,1.0,-9.710724600449149
50,4.414,5.2516,1.0,-9.840637787817025
50,4.448,5.268800000000001,1.0,-9.542324832739418
50,4.481,5.276000000000001,1.0,-9.421369154578773
50,4.515,5.2828,1.0,-9.308412073683563
50,4.548,5.2798,1.0,-9.361001083775024
50,4.582,5.2972,1.0,-9.0695872723564
50,4.615,5.314,1.0,-8.777333286205467
50,4.648,5.3027999999999995,1.0,-8.964738676568505
50,4.682,5.3124,1.0,-8.796337056978345
50,4.715,5.3346,1.0,-8.419961004694162
50,4.749,5.34,1.0,-8.323882536858914
50,4.782,5.34,1.0,-8.320391659340752
50,4.816,5.3504,1.0,-8.14783310361797
50,4.849,5.3606,1.0,-7.969755068195153
50,4.882,5.3664000000000005,1.0,-7.8687290704027335
50,4.916,5.3748,1.0,-7.728524897693518
50,4.949,5.3948,1.0,-7.392870741638873
50,4.983,5.3992,1.0,-7.312791436418951
50,5.016,5.417199999999999,1.0,-7.007315126728676
50,5.049,5.4136,1.0,-7.0735976017650115
50,5.083,5.4206,1.0,-6.951133008351671
50,5.116,5.425,1.0,-6.871696913254605
50,5.15,5.423,1.0,-6.915073445870803
50,5.183,5.4404,1.0,-6.620575176360151
50,5.217,5.4364,1.0,-6.688611460602909
50,5.25,5.4399999999999995,1.0,-6.631536231535671
50,5.283,5.4382,1.0,-6.659528270576919
50,5.317,5.452,1.0,-6.421578089059234
50,5.35,5.4612,1.0,-6.274902661487947
50,5.384,5.4592,1.0,-6.312276449980319
50,5.417,5.4677999999999995,1.0,-6.1622985141398505
50,5.451,5.487,1.0,-5.83049658961072
50,5.484,5.4718,1.0,-6.091268484077483
50,5.517,5.490600000000001,1.0,-5.775954339811181
50,5.551,5.4894,1.0,-5.797046793276923
50,5.584,5.4924,1.0,-5.743990849441171
50,5.618,5.5008,1.0,-5.592368801794105
50,5.651,5.5164,1.0,-5.33170460864504
50,5.684,5.510199999999999,1.0,-5.450024317700512
50,5.718,5.5200000000000005,1.0,-5.265861908704559
50,5.751,5.5142,1.0,-5.365783370354789
50,5.785,5.507,1.0,-5.487674828651321
50,5.818,5.5248,1.0,-5.187484772104782
50,5.852,5.5418,1.0,-4.9051927794850325
50,5.885,5.534000000000001,1.0,-5.034206739005723
50,5.918,5.54,1.0,-4.92511569746876
50,5.952,5.555,1.0,-4.670126531575249
50,5.985,5.5573999999999995,1.0,-4.625940033428952
50,6.019,5.5526,1.0,-4.703527542685029
50,6.052,5.5634,1.0,-4.521931317949601
50,6.086,5.5718000000000005,1.0,-4.379975755307855
50,6.119,5.5862,1.0,-4.133527805013545
50,6.152,5.588,1.0,-4.099166486523596
50,6.186,5.593,1.0,-4.013239014495844
50,6.219,5.5958,1.0,-3.969903095252943
50,6.253,5.581,1.0,-4.22172361732329
50,6.286,5.5912,1.0,-4.045461132890047
50,6.32,5.5948,1.0,-3.9774208370902975
50,6.353,5.6114,1.0,-3.6891613530113077
50,6.386,5.63,1.0,-3.3783480775137975
50,6.42,5.615399999999999,1.0,-3.635006685487938
50,6.453,5.6324,1.0,-3.335310451647562
50,6.487,5.6284,1.0,-3.4046916614757117
50,6.52,5.6108,1.0,-3.7071074672587434
50,6.553,5.6411999999999995,1.0,-3.189926292985528
50,6.587,5.663,1.0,-2.820451919232163
50,6.62,5.6434,1.0,-3.1516723066443153
50,6.654,5.639200000000001,1.0,-3.211354623006204
50,6.687,5.6476,1.0,-3.0701754969084694
50,6.721,5.6548,1.0,-2.9504611571801354
50,6.754,5.66,1.0,-2.8610836906989134
50,6.787,5.6658,1.0,-2.76192552199527
50,6.821,5.6646,1.0,-2.780805277465692
50,6.854,5.6924,1.0,-2.3139764344942026
50,6.888,5.6802,1.0,-2.5067774757867434
50,6.921,5.6928,1.0,-2.3012531827686367
50,6.955,5.691599999999999,1.0,-2.3184497061295213
50,6.988,5.6983999999999995,1.0,-2.196450877943421
50,7.021000000000001,5.7222,1.0,-1.7932059083102048
50,7.055,5.7042,1.0,-2.0888132208261423
50,7.087999999999999,5.6898,1.0,-2.3266223251771434
50,7.122,5.703799999999999,1.0,-2.08982036324868
50,7.154999999999999,5.6966,1.0,-2.2134312023472957
50,7.189,5.7268,1.0,-1.6877299479977492
50,7.2219999999999995,5.7344,1.0,-1.5708593407385643
50,7.255000000000001,5.7282,1.0,-1.6710331137614864
50,7.289,5.7386,1.0,-1.4890271251248755
50,7.321999999999999,5.753,1.0,-1.2505732310120756
50,7.356,5.765,1.0,-1.0353788613010217
50,7.388999999999999,5.762600000000001,1.0,-1.075081160926854
50,7.422000000000001,5.7692,1.0,-0.9673930386465003
50,7.4559999999999995,5.7644,1.0,-1.0460377837680235
50,7.489000000000001,5.755599999999999,1.0,-1.1962413822816553
50,7.523,5.7674,1.0,-0.9981853994772028
50,7.555999999999999,5.7783999999999995,1.0,-0.8050082118406634
50,7.59,5.789,1.0,-0.6298216113229825
50,7.622999999999999,5.7834,1.0,-0.7264015928721279
50,7.656000000000001,5.7854,1.0,-0.6901939869670914
50,7.6899999999999995,5.7724,1.0,-0.9125633800757662
50,7.723000000000001,5.7744,1.0,-0.879670195784259
50,7.757,5.7598,1.0,-1.126569059426934
50,7.789999999999999,5.774,1.0,-0.8952477686295568
50,7.824,5.7972,1.0,-0.4858058559222811
50,7.856999999999999,5.7826,1.0,-0.7382336663531719
50,7.890000000000001,5.8,1.0,-0.44894162835204643
50,7.9239999999999995,5.792800000000001,1.0,-0.55734543687171
50,7.957000000000001,5.796,1.0,-0.5072717992731568
50,7.991,5.8142,1.0,-0.20428281588145794
121,-1.0,5.7394,1.0,-0.2653738653978732
121,-0.967,5.7204,1.0,-0.5468917335527346
121,-0.933,5.7177999999999995,1.0,-0.5883789717281163
121,-0.9,5.706799999999999,1.0,-0.7782449884946052
121,-0.866,5.7116,1.0,-0.683950460969105
121,-0.833,5.683,1.0,-1.15946973540759
121,-0.7989999999999999,5.7122,1.0,-0.6571943581757722
121,-0.766,5.7052,1.0,-0.7784649952459688
121,-0.733,5.7074,1.0,-0.7221389821918467
121,-0.6990000000000001,5.715999999999999,1.0,-0.5706552563611433
121,-0.6659999999999999,5.707800000000001,1.0,-0.7195537199752433
121,-0.632,5.720000000000001,1.0,-0.5016581516453988
121,-0.599,5.7282,1.0,-0.35871156462428555
121,-0.5660000000000001,5.732200000000001,1.0,-0.28989186686473767
121,-0.532,5.7542,1.0,0.09795163087111591
121,-0.499,5.7536000000000005,1.0,0.08497295080805545
121,-0.46499999999999997,5.748,1.0,-5.837476565684341e-05
121,-0.43200000000000005,5.7638,1.0,0.27343156368591526
121,-0.398,5.7562,1.0,0.12708078702127867
121,-0.365,5.768,1.0,0.3410832178004375
121,-0.33199999999999996,5.7905999999999995,1.0,0.7249492545434588
121,-0.29800000000000004,5.787999999999999,1.0,0.6825989569418534
121,-0.265,5.7844,1.0,0.624664365269374
121,-0.23099999999999998,5.798,1.0,0.856404525543728
121,-0.19799999999999995,5.7902000000000005,1.0,0.7169253821953658
121,-0.16400000000000003,5.7872,1.0,0.6623183911358543
121,-0.131,5.7874,1.0,0.6690051725635326
121,-0.09799999999999998,5.7982,1.0,0.8514730242295476
121,-0.06399999999999995,5.792,1.0,0.7524854748360044
121,-0.031000000000000028,5.8156,1.0,1.1552923279545046
121,0.0029999999999998916,5.814,1.0,1.145067258099357
121,0.03600000000000003,5.7968,1.0,0.8393002190903598
121,0.07000000000000006,5.7988,1.0,0.8729094244449387
121,0.10299999999999998,5.8052,1.0,0.9845436070585833
121,0.1359999999999999,5.8076,1.0,1.030193481831465
121,0.16999999999999993,5.8142,1.0,1.1377672612888912
121,0.20300000000000007,5.825200000000001,1.0,1.336748198610973
121,0.2370000000000001,5.7516,1.0,0.05349180609493853
121,0.27,5.6216,1.0,-2.2426744714512292
121,0.30299999999999994,5.4158,1.0,-5.834957964139497
121,0.33699999999999997,5.1914,1.0,-9.751926457594616
121,0.3700000000000001,4.9938,1.0,-13.202216800729014
121,0.4039999999999999,4.7951999999999995,1.0,-16.686478683706685
121,0.43700000000000006,4.6178,1.0,-19.772683686439226
121,0.4710000000000001,4.4388,1.0,-22.907034664192032
121,0.504,4.2938,1.0,-25.427845196834323
121,0.5369999999999999,4.1512,1.0,-27.899649246755178
121,0.571,4.0212,1.0,-30.1739128530318
121,0.6040000000000001,3.9094,1.0,-32.11620502720051
121,0.6379999999999999,3.8192,1.0,-33.68268203122417
121,0.671,3.7251999999999996,1.0,-35.30608860332843
121,0.7050000000000001,3.6537999999999995,1.0,-36.546286775755426
121,0.738,3.5852000000000004,1.0,-37.73139794159292
121,0.7709999999999999,3.5317999999999996,1.0,-38.65100643091836
121,0.8049999999999999,3.4778,1.0,-39.584026407664226
121,0.8380000000000001,3.4265999999999996,1.0,-40.467814534582274
121,0.8720000000000001,3.3874000000000004,1.0,-41.143742402843806
121,0.905,3.3533999999999997,1.0,-41.73064119995568
121,0.9390000000000001,3.3147999999999995,1.0,-42.39410628764763
121,0.972,3.2958,1.0,-42.73222545903867
121,1.005,3.2603999999999997,1.0,-43.33336042994834
121,1.0390000000000001,3.2385999999999995,1.0,-43.709635945654355
121,1.072,3.2134,1.0,-44.139078565428164
121,1.1059999999999999,3.1968,1.0,-44.424581823811145
121,1.1389999999999998,3.175,1.0,-44.79005372090092
121,1.1720000000000002,3.1550000000000002,1.0,-45.14782613038409
121,1.206,3.1454,1.0,-45.305653860449794
121,1.2389999999999999,3.1248,1.0,-45.65294320063988
121,1.2730000000000001,3.1222000000000003,1.0,-45.70039978324574
121,1.306,3.1112,1.0,-45.87575830270056
121,1.3399999999999999,3.1098,1.0,-45.883487605837956
121,1.3730000000000002,3.12,1.0,-45.714172732449356
121,1.4060000000000001,3.1374,1.0,-45.395554877445335
121,1.44,3.1513999999999998,1.0,-45.133872230773974
121,1.4729999999999999,3.1854,1.0,-44.53669943140885
121,1.5070000000000001,3.214,1.0,-44.033612301797504
121,1.54,3.2628,1.0,-43.176484727156385
121,1.5739999999999998,3.3044,1.0,-42.4514108397256
121,1.6070000000000002,3.3619999999999997,1.0,-41.43953269155965
121,1.6400000000000001,3.4248,1.0,-40.34292409010893
121,1.674,3.4882,1.0,-39.23105048342594
121,1.7069999999999999,3.5409999999999995,1.0,-38.31853484601693
121,1.741,3.5962000000000005,1.0,-37.34526638367545
121,1.774,3.665,1.0,-36.14837482083152
121,1.807,3.7119999999999997,1.0,-35.32926309797848
121,1.8410000000000002,3.771,1.0,-34.29966717934194
121,1.874,3.8394,1.0,-33.11320135190972
121,1.908,3.8781999999999996,1.0,-32.441346791228725
121,1.9409999999999998,3.9230000000000005,1.0,-31.650247360681487
121,1.975,3.968,1.0,-30.87437090222162
121,2.008,4.0058,1.0,-30.214304391531982
